# LPA-View reference distribution
# saved: 2026-05-04 09:51:02
size_um,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,38,50,70,70,70
count_per_ml,60675.6,4141.9,1428.9,844.2,628.2,521.9,463.5,421.1,382,339,289.3,236.1,187.3,147.5,116.1,92.3,74.5,61.2,51,43.1,36.4,30.6,26,22.2,19.3,16.3,14.5,5.6,2.1,0.5,0.5,0.5
