# LPA-View reference distribution
# saved: 2026-05-01 14:13:52
size_um,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,38,50,70,70,70
count_per_ml,9295.5,6004,3996.4,2797,1901,1294.2,912.5,656.5,482.9,374.2,296.2,239.5,198.4,166.1,141.5,120.2,101.4,84.6,69.8,57.8,48.3,40.2,32.3,25.9,21.6,17.8,14.4,3,0.6,0,0,0
