# LPA-View reference distribution
# saved: 2026-05-18 14:58:25
size_um,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,38,50,70,70.01,70.02
count_per_ml,17750.6,10584.6,6588.6,4400.2,2886.2,1929.6,1346,956.1,705.5,545.1,435.5,355.2,299,257.6,227,199.4,176.2,151.7,132.7,117,105.3,94.9,83.9,75,70.4,65.6,61.9,43.4,26.3,8,8,8
