# LPA-View reference distribution
# saved: 2026-05-04 13:48:59
size_um,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,38,50,70,80,90
count_per_ml,10377.1,6566.9,4325.8,2991.8,2027.8,1382.2,972.4,696.8,516.3,400.1,319.7,258.3,217.1,183.1,158,137.5,117.2,98.7,83.1,71.1,61.1,53,45.3,38.2,33.2,29.6,26.1,11.8,6.4,1.4,0.5,0.1
