# LPA-View reference distribution
# saved: 2026-05-18 14:15:05
size_um,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,38,50,70,70.01,70.02
count_per_ml,16140.1,9732.9,6105.3,4110.8,2713.9,1827.1,1281.5,919.3,679.9,526.6,420.6,346,288.9,247.1,216.8,189.4,164.9,144.2,126.8,114,103.2,94.2,85,78.2,72.5,67.9,63.4,45.1,28.4,8.4,8.4,8.4
