# LPA-View reference distribution
# saved: 2026-05-15 10:36:13
size_um,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,38,50,70,70,70
count_per_ml,10175.9,6438.9,4210.2,2911.8,1974.1,1362.5,979.4,718.4,539,421.1,334.1,270,225.1,191.9,165.7,141.8,119.8,102.6,87.2,74.2,63.5,53.7,43.2,36.6,31.1,26.3,21.8,4.8,0.8,0.2,0.2,0.2
